"Date","Bitcoin market price (USD) 2010-2016"
"2015-07-30",287.56
"2015-07-31",284.78
"2015-08-01",280.72
"2015-08-02",280.69
"2015-08-03",284.39
"2015-08-04",285
"2015-08-05",282.69
"2015-08-06",277.1
"2015-08-07",279.39
"2015-08-08",269.89
"2015-08-09",265.42
"2015-08-10",264.07
"2015-08-11",265.85
"2015-08-12",267.89
"2015-08-13",265.97
"2015-08-14",266.99
"2015-08-15",265.41
"2015-08-16",257.47
"2015-08-17",257.45
"2015-08-18",253.91
"2015-08-19",233.29
"2015-08-20",233.23
"2015-08-21",233.59
"2015-08-22",226.04
"2015-08-23",228.68
"2015-08-24",213.24
"2015-08-25",222.02
"2015-08-26",228.84
"2015-08-27",228.27
"2015-08-28",234.17
"2015-08-29",228.22
"2015-08-30",226.47
"2015-08-31",230.94
"2015-09-01",228.32
"2015-09-02",230.68
"2015-09-03",227.42
"2015-09-04",230.8
"2015-09-05",234.67
"2015-09-06",240.2
"2015-09-07",241.31
"2015-09-08",243.08
"2015-09-09",240.08
"2015-09-10",239.68
"2015-09-11",239.93
"2015-09-12",235.13
"2015-09-13",229.86
"2015-09-14",230.88
"2015-09-15",230
"2015-09-16",227.86
"2015-09-17",234
"2015-09-18",232.99
"2015-09-19",230.71
"2015-09-20",230.2
"2015-09-21",226.56
"2015-09-22",229.43
"2015-09-23",229.95
"2015-09-24",233.9
"2015-09-25",235.79
"2015-09-26",233.76
"2015-09-27",232.85
"2015-09-28",238.94
"2015-09-29",237.68
"2015-09-30",237.91
"2015-10-01",238.98
"2015-10-02",237.78
"2015-10-03",239.17
"2015-10-04",239.47
"2015-10-05",239.22
"2015-10-06",246.67
"2015-10-07",245.25
"2015-10-08",243.91
"2015-10-09",244.78
"2015-10-10",245.79
"2015-10-11",248.08
"2015-10-12",246.63
"2015-10-13",249.58
"2015-10-14",254.6
"2015-10-15",254.73
"2015-10-16",262.31
"2015-10-17",269.07
"2015-10-18",262.44
"2015-10-19",264.16
"2015-10-20",269.8
"2015-10-21",269.1
"2015-10-22",273.95
"2015-10-23",277.43
"2015-10-24",279.9
"2015-10-25",295.01
"2015-10-26",284.95
"2015-10-27",294.73
"2015-10-28",298.95
"2015-10-29",310.36
"2015-10-30",329.2
"2015-10-31",310.92
"2015-11-01",311.5
"2015-11-02",340.69
"2015-11-03",409
"2015-11-04",437.05
"2015-11-05",400
"2015-11-06",388.38
"2015-11-07",387.38
"2015-11-08",381.51
"2015-11-09",378.8
"2015-11-10",353.58
"2015-11-11",309.9
"2015-11-12",331.6
"2015-11-13",332.2
"2015-11-14",331.9
"2015-11-15",322.33
"2015-11-16",329.32
"2015-11-17",335.95
"2015-11-18",334.46
"2015-11-19",329
"2015-11-20",320.62
"2015-11-21",325.56
"2015-11-22",322.33
"2015-11-23",324.49
"2015-11-24",321.1
"2015-11-25",325
"2015-11-26",348
"2015-11-27",359.54
"2015-11-28",353.88
"2015-11-29",363.98
"2015-11-30",372.53
"2015-12-01",359.32
"2015-12-02",360.98
"2015-12-03",362.49
"2015-12-04",360.88
"2015-12-05",377.72
"2015-12-06",390.04
"2015-12-07",395.58
"2015-12-08",394.99
"2015-12-09",414.01
"2015-12-10",415.64
"2015-12-11",444.29
"2015-12-12",426.06
"2015-12-13",438.79
"2015-12-14",445.6
"2015-12-15",459.48
"2015-12-16",454.43
"2015-12-17",453.39
"2015-12-18",458.95
"2015-12-19",461.16
"2015-12-20",434.98
"2015-12-21",438.7
"2015-12-22",435.98
"2015-12-23",441.4
"2015-12-24",453.95
"2015-12-25",454.98
"2015-12-26",417.99
"2015-12-27",418.46
"2015-12-28",423.98
"2015-12-29",431.13
"2015-12-30",428
"2015-12-31",429.34
"2016-01-01",432.33
"2016-01-02",433.94
"2016-01-03",428.13
"2016-01-04",433
"2016-01-05",431.9
"2016-01-06",430.75
"2016-01-07",453.71
"2016-01-08",447.04
"2016-01-09",450.15
"2016-01-10",446.24
"2016-01-11",447.11
"2016-01-12",446.66
"2016-01-13",429.57
"2016-01-14",431.9
"2016-01-15",391.62
"2016-01-16",370.4
"2016-01-17",385.45
"2016-01-18",385.28
"2016-01-19",378.66
"2016-01-20",408.33
"2016-01-21",408
"2016-01-22",385.7
"2016-01-23",388.5
"2016-01-24",404.75
"2016-01-25",387.09
"2016-01-26",394.12
"2016-01-27",394.45
"2016-01-28",382.44
"2016-01-29",377.26
"2016-01-30",378.24
"2016-01-31",376.86
"2016-02-01",372
"2016-02-02",373.48
"2016-02-03",368.38
"2016-02-04",385.06
"2016-02-05",386.49
"2016-02-06",373.04
"2016-02-07",373.74
"2016-02-08",375.8
"2016-02-09",372.61
"2016-02-10",378.98
"2016-02-11",376.75
"2016-02-12",381.46
"2016-02-13",388.6
"2016-02-14",402.38
"2016-02-15",402.64
"2016-02-16",406.69
"2016-02-17",418.04
"2016-02-18",418.97
"2016-02-19",418.02
"2016-02-20",439.48
"2016-02-21",434.67
"2016-02-22",438.5
"2016-02-23",417
"2016-02-24",423.1
"2016-02-25",421.4
"2016-02-26",424.34
"2016-02-27",432
"2016-02-28",433.47
"2016-02-29",436.18
"2016-03-01",431.87
"2016-03-02",429.99
"2016-03-03",421.44
"2016-03-04",416.48
"2016-03-05",401
"2016-03-06",408.86
"2016-03-07",411.94
"2016-03-08",412.39
"2016-03-09",413.1
"2016-03-10",416
"2016-03-11",421.22
"2016-03-12",410
"2016-03-13",412.44
"2016-03-14",413.89
"2016-03-15",414.78
"2016-03-16",415.99
"2016-03-17",418.64
"2016-03-18",408.87
"2016-03-19",405.59
"2016-03-20",410.77
"2016-03-21",410.49
"2016-03-22",415.35
"2016-03-23",417.8
"2016-03-24",416.47
"2016-03-25",416.44
"2016-03-26",415.71
"2016-03-27",426.8
"2016-03-28",422.96
"2016-03-29",414
"2016-03-30",412.35
"2016-03-31",416.94
"2016-04-01",416.25
"2016-04-02",418.07
"2016-04-03",418.07
"2016-04-04",418.99
"2016-04-05",421.77
"2016-04-06",421.09
"2016-04-07",420.33
"2016-04-08",422.2
"2016-04-09",417.73
"2016-04-10",421.63
"2016-04-11",420.69
"2016-04-12",425.89
"2016-04-13",424.61
"2016-04-14",423.76
"2016-04-15",429.09
"2016-04-16",429.43
"2016-04-17",425.71
"2016-04-18",427.28
"2016-04-19",429.51
"2016-04-20",439.59
"2016-04-21",447.93
"2016-04-22",448.7
"2016-04-23",447.75
"2016-04-24",450.98
"2016-04-25",463.07
"2016-04-26",468.47
"2016-04-27",454.59
"2016-04-28",448.37
"2016-04-29",454
"2016-04-30",450.85
"2016-05-01",450.59
"2016-05-02",442.5
"2016-05-03",447.67
"2016-05-04",446.73
"2016-05-05",447.28
"2016-05-06",455.03
"2016-05-07",459.08
"2016-05-08",458.1
"2016-05-09",462.73
"2016-05-10",453.27
"2016-05-11",452
"2016-05-12",451.29
"2016-05-13",455.97
"2016-05-14",455.92
"2016-05-15",457.71
"2016-05-16",457.11
"2016-05-17",453.93
"2016-05-18",454.34
"2016-05-19",448.55
"2016-05-20",443.09
"2016-05-21",442.81
"2016-05-22",438.31
"2016-05-23",442.87
"2016-05-24",445.29
"2016-05-25",448.39
"2016-05-26",452.5
"2016-05-27",473.51
"2016-05-28",493.55
"2016-05-29",519.99
"2016-05-30",531.56
"2016-05-31",532.59
"2016-06-01",536.98
"2016-06-02",535.55
"2016-06-03",569.99
"2016-06-04",561.2
"2016-06-05",574.91
"2016-06-06",584.15
"2016-06-07",573.05
"2016-06-08",578.73
"2016-06-09",573.04
"2016-06-10",576.26
"2016-06-11",583.96
"2016-06-12",642.21
"2016-06-13",693.76
"2016-06-14",680.85
"2016-06-15",694.92
"2016-06-16",748.64
"2016-06-17",748.72
"2016-06-18",770.79
"2016-06-19",759.01
"2016-06-20",739.99
"2016-06-21",666
"2016-06-22",618.1
"2016-06-23",613.62
"2016-06-24",646.87
"2016-06-25",651
"2016-06-26",631.95
"2016-06-27",636.51
"2016-06-28",647.95
"2016-06-29",634
"2016-06-30",667.89
"2016-07-01",679.8
"2016-07-02",694.05
"2016-07-03",661.29
"2016-07-04",668.38
"2016-07-05",670.33
"2016-07-06",675.99
"2016-07-07",677.04
